Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Holiday/Promotion,Competitor Pricing,Seasonality,Retail Rent Index
2/1/2020,W004,PGA516,Gardening,East,430,176,215,369.5114,5.38,0,0,4.75,Autumn,139.5182
2/1/2020,W004,PPE199,Pet Supplies,West,442,164,232,371.7646,33.6,0,0,31.61,Winter,139.4111
2/1/2020,W004,PHE145,Health & Beauty,North,510,118,204,339.5519,18.05,0,0,18.55,Autumn,136.3451
2/1/2020,W004,PST181,Stationery & Office Supplies,East,794,333,433,619.7608,6.88,0,0,6.66,Summer,136.5399
2/1/2020,W004,PTO449,Toys & Games,North,1566,292,303,554.0163,15.73,0,1,13.66,Winter,139.0057
2/1/2020,W004,PSE884,Seasonal Products,Central,1710,185,315,526.6559,28.59,20,0,24.92,Summer,138.0339
2/1/2020,W005,PHO175,Household Essentials,Central,984,238,505,695.1937,36.19,20,1,32.99,Summer,136.5463
2/1/2020,W005,PHO172,Homeware,Central,1264,371,617,1374.194,27.08,0,0,26.43,Spring,138.1223
2/1/2020,W005,PDI365,DIY & Decorating,East,643,255,294,711.7591,42.25,0,0,42.76,Autumn,135.9415
2/1/2020,W005,PGA626,Gardening,South,644,253,295,572.4119,14.38,0,0,14.35,Winter,139.2171
2/1/2020,W005,PPE865,Pet Supplies,Central,866,351,440,1032.65,12.46,10,0,12.74,Spring,134.4687
2/1/2020,W005,PHE294,Health & Beauty,West,882,256,411,686.6582,25.15,0,0,25.07,Winter,131.442
2/1/2020,W005,PST725,Stationery & Office Supplies,North,477,188,279,407.1365,22.99,10,0,24.09,Autumn,138.6154
2/1/2020,W005,PTO149,Toys & Games,East,1449,139,374,839.38,29.81,0,0,29.32,Winter,136.9311
2/1/2020,W005,PSE482,Seasonal Products,South,1511,239,400,926.1717,48.87,0,0,44.7,Autumn,134.9059
3/1/2020,W001,PHO910,Household Essentials,South,939,383,393,832.811,32.72,10,1,30.66,Summer,138.3919
3/1/2020,W001,PHO248,Homeware,East,1165,265,574,1328.569,14.36,10,0,12.25,Spring,134.9407
3/1/2020,W001,PDI340,DIY & Decorating,South,685,250,339,700.5078,40.99,10,0,39.91,Winter,133.481
3/1/2020,W001,PGA255,Gardening,Central,457,174,267,424.9581,31.88,0,1,32,Winter,135.8712
3/1/2020,W001,PPE616,Pet Supplies,West,718,284,297,687.3492,40.25,20,1,34.22,Autumn,138.2465
3/1/2020,W001,PHE622,Health & Beauty,North,891,321,499,952.601,49.7,0,0,45.73,Autumn,134.436
3/1/2020,W001,PST319,Stationery & Office Supplies,North,427,97,216,439.4403,26.84,0,1,24.31,Winter,138.2796
3/1/2020,W001,PTO941,Toys & Games,South,1872,200,217,388.8907,23.16,10,0,23.25,Summer,139.6254
3/1/2020,W001,PSE937,Seasonal Products,Central,1388,281,237,497.8402,25.65,0,0,26.37,Autumn,137.828
3/1/2020,W002,PHO516,Household Essentials,North,1072,356,544,996.5,39.95,10,0,34.52,Autumn,137.506
3/1/2020,W002,PHO164,Homeware,North,1048,309,491,994.5835,45.57,10,1,43.48,Winter,138.1517
3/1/2020,W002,PDI322,DIY & Decorating,West,827,251,339,685.2099,33.21,0,0,28.78,Winter,136.701
3/1/2020,W002,PGA199,Gardening,South,427,134,253,395.4159,45.96,0,0,39.46,Summer,139.7118
3/1/2020,W002,PPE253,Pet Supplies,West,749,247,408,649.4678,16.56,0,0,16.39,Summer,139.5763
3/1/2020,W002,PHE624,Health & Beauty,South,667,181,288,709.3787,28.13,10,1,24.3,Spring,133.6622
3/1/2020,W002,PST222,Stationery & Office Supplies,East,700,224,371,763.2166,22.61,0,0,22.89,Summer,140.2441
3/1/2020,W002,PTO358,Toys & Games,Central,1394,178,222,496.1577,41.7,0,0,38.61,Summer,133.0031
3/1/2020,W002,PSE976,Seasonal Products,East,1345,109,385,1094.093,33.04,0,1,30.09,Winter,136.2547
3/1/2020,W003,PHO293,Household Essentials,West,973,317,429,978.6278,27.11,0,1,25.92,Spring,137.6943
3/1/2020,W003,PHO504,Homeware,West,1039,414,442,995.5881,16.8,10,0,16.13,Spring,138.9052
3/1/2020,W003,PDI858,DIY & Decorating,South,547,239,285,575.5431,6.01,10,0,5.42,Autumn,139.5975
3/1/2020,W003,PGA666,Gardening,West,476,100,284,363.9516,31.36,0,1,30.38,Summer,137.2249
3/1/2020,W003,PPE312,Pet Supplies,North,658,233,327,716.6133,17.87,10,0,16.46,Spring,138.5326
3/1/2020,W003,PHE414,Health & Beauty,East,794,331,471,993.1378,40.64,0,0,36.51,Spring,138.1878
3/1/2020,W003,PST183,Stationery & Office Supplies,North,441,186,226,411.0967,48.41,0,0,46.08,Summer,135.0991
3/1/2020,W003,PTO601,Toys & Games,South,1896,227,327,721.1692,40.15,0,0,37.35,Summer,137.7464
3/1/2020,W003,PSE467,Seasonal Products,North,1394,103,357,597.9441,8.71,20,1,9.06,Autumn,134.6611
3/1/2020,W004,PHO575,Household Essentials,West,1089,244,644,868.2932,36.53,10,0,35.39,Spring,140.5034
3/1/2020,W004,PHO192,Homeware,North,1213,453,499,1214.411,30.16,0,1,30.74,Winter,135.6039
3/1/2020,W004,PDI163,DIY & Decorating,West,673,265,366,615.2585,32.93,0,0,33.01,Summer,137.6266
3/1/2020,W004,PGA122,Gardening,West,425,141,228,433.408,29.57,0,0,29.59,Autumn,136.0921
3/1/2020,W004,PPE230,Pet Supplies,North,478,178,259,451.5821,30.31,0,0,31.7,Spring,139.9714
3/1/2020,W004,PHE238,Health & Beauty,South,485,133,243,585.7006,38.77,0,1,34.26,Spring,137.024
3/1/2020,W004,PST824,Stationery & Office Supplies,North,806,254,368,843.7111,8.04,0,1,7.89,Spring,135.6825
3/1/2020,W004,PTO670,Toys & Games,North,1339,130,291,441.9498,36.15,0,1,31.83,Winter,138.6171
3/1/2020,W004,PSE311,Seasonal Products,East,1976,151,192,448.2923,46.58,10,0,46.03,Winter,139.0767
3/1/2020,W005,PHO929,Household Essentials,North,928,328,503,726.961,48.28,0,0,42.86,Winter,138.1681
3/1/2020,W005,PHO256,Homeware,West,987,254,407,827.875,40.3,20,0,41.11,Autumn,138.5633
3/1/2020,W005,PDI706,DIY & Decorating,West,446,135,246,474.7916,14.81,20,0,12.88,Autumn,135.5203
3/1/2020,W005,PGA609,Gardening,East,749,281,307,880.2138,48.96,0,0,42.8,Winter,137.3502
3/1/2020,W005,PPE124,Pet Supplies,North,768,345,434,610.1498,11.61,20,1,11.97,Winter,133.0143
3/1/2020,W005,PHE716,Health & Beauty,South,544,244,219,446.9924,13.46,0,0,11.81,Winter,137.1955
3/1/2020,W005,PST485,Stationery & Office Supplies,West,867,179,494,708.2044,41.19,10,0,42.73,Autumn,132.8432
3/1/2020,W005,PTO605,Toys & Games,Central,1605,145,261,490.2366,5.67,0,0,5.22,Summer,136.1795
3/1/2020,W005,PSE857,Seasonal Products,West,1439,212,337,675.1281,12.39,0,0,11.47,Spring,140.6761
4/1/2020,W001,PHO865,Household Essentials,East,1202,350,548,922.7335,26.75,10,1,24.91,Summer,137.452
4/1/2020,W001,PHO925,Homeware,Central,1108,420,515,847.8072,18.69,20,0,19.58,Winter,135.8301
4/1/2020,W001,PDI494,DIY & Decorating,West,408,86,172,344.3726,8.72,10,0,7.68,Winter,141.039
4/1/2020,W001,PGA680,Gardening,Central,811,274,423,734.0786,41.2,0,0,40.25,Winter,132.8121
4/1/2020,W001,PPE236,Pet Supplies,West,673,234,371,645.1012,25.12,0,1,21.42,Winter,137.7643
4/1/2020,W001,PHE219,Health & Beauty,Central,508,102,237,481.2651,39.85,0,1,39.36,Summer,138.4546
4/1/2020,W001,PST100,Stationery & Office Supplies,South,819,187,352,623.3926,27.34,0,1,27.8,Spring,139.0427
4/1/2020,W001,PTO879,Toys & Games,North,1235,284,355,580.5734,45.27,10,0,43.65,Summer,134.8873
4/1/2020,W001,PSE171,Seasonal Products,South,1232,274,378,833.108,37.55,10,0,38.31,Summer,135.6038
4/1/2020,W002,PHO314,Household Essentials,East,1198,519,482,1373.846,44.52,0,1,40.72,Winter,132.5
4/1/2020,W002,PHO626,Homeware,South,1175,377,514,897.712,49.62,20,0,47.79,Summer,134.8359
4/1/2020,W002,PDI352,DIY & Decorating,Central,792,290,405,627.1093,36.3,0,1,32.25,Autumn,134.7089
4/1/2020,W002,PGA397,Gardening,Central,505,192,245,458.8094,7.71,10,1,8.01,Summer,138.6386
4/1/2020,W002,PPE847,Pet Supplies,West,419,140,236,482.9085,25.13,10,1,25.13,Winter,137.7552
4/1/2020,W002,PHE867,Health & Beauty,Central,592,175,269,480.6474,48.32,10,0,50.2,Winter,139.6843
4/1/2020,W002,PST877,Stationery & Office Supplies,East,821,235,346,698.7872,16.25,0,0,14.09,Autumn,135.5396
4/1/2020,W002,PTO194,Toys & Games,East,1553,238,331,639.0875,11.46,10,0,11.65,Spring,140.8746
4/1/2020,W002,PSE643,Seasonal Products,West,1371,270,430,789.2846,26.88,0,0,26.79,Summer,133.3035
4/1/2020,W003,PHO479,Household Essentials,Central,931,270,494,600.0601,31.89,0,0,30.35,Winter,135.682
4/1/2020,W003,PHO891,Homeware,East,968,349,505,1109.295,38.66,10,0,34.77,Spring,133.0032
4/1/2020,W003,PDI727,DIY & Decorating,North,407,125,179,472.269,12.63,0,1,11.45,Autumn,139.3481
4/1/2020,W003,PGA593,Gardening,North,755,164,447,583.0062,23.87,0,1,23.94,Spring,137.5533
4/1/2020,W003,PPE978,Pet Supplies,East,876,205,509,867.2562,47.46,0,0,49.28,Summer,132.1697
4/1/2020,W003,PHE247,Health & Beauty,East,806,220,348,755.4025,12.9,0,0,11.39,Winter,137.6748
4/1/2020,W003,PST711,Stationery & Office Supplies,West,556,204,269,474.0582,45.82,10,1,41.57,Summer,132.1853
4/1/2020,W003,PTO556,Toys & Games,East,1405,184,226,328.5023,43.49,10,0,38.37,Autumn,134.237
4/1/2020,W003,PSE185,Seasonal Products,Central,1429,218,308,586.6455,11.61,0,0,11.47,Summer,140.696
4/1/2020,W004,PHO553,Household Essentials,Central,1130,451,552,1073.403,8.65,0,0,7.84,Spring,138.1127
4/1/2020,W004,PHO240,Homeware,West,1127,370,632,910.0743,48.45,0,0,42.32,Spring,137.826
4/1/2020,W004,PDI124,DIY & Decorating,East,780,350,354,489.0878,6.4,10,0,6.56,Summer,137.825
4/1/2020,W004,PGA179,Gardening,South,459,203,186,407.1862,21.1,10,0,18.35,Summer,135.5702
4/1/2020,W004,PPE382,Pet Supplies,South,624,253,271,753.4637,48.57,10,0,48.33,Summer,138.8474
4/1/2020,W004,PHE103,Health & Beauty,Central,848,277,504,820.1948,42.16,0,0,43.65,Spring,140.3152
4/1/2020,W004,PST534,Stationery & Office Supplies,East,808,363,478,751.8355,46.17,0,0,43.81,Winter,137.5931
4/1/2020,W004,PTO914,Toys & Games,South,1228,191,397,577.0557,20.96,10,1,19.13,Summer,136.6364
4/1/2020,W004,PSE112,Seasonal Products,North,1404,286,309,623.9547,37.36,20,0,32.36,Autumn,134.4802
4/1/2020,W005,PHO295,Household Essentials,Central,1169,464,598,1037.358,11.9,20,1,10.99,Summer,136.1866
4/1/2020,W005,PHO621,Homeware,South,1176,526,659,1288.152,29.57,0,0,29.36,Spring,135.4402
4/1/2020,W005,PDI609,DIY & Decorating,South,411,105,183,422.72,16.14,0,0,15.44,Winter,136.8835
4/1/2020,W005,PGA129,Gardening,North,650,247,386,467.0348,46.15,10,1,45.36,Autumn,132.7999
4/1/2020,W005,PPE116,Pet Supplies,South,643,180,269,521.8431,33.27,20,0,32.73,Summer,139.8923
4/1/2020,W005,PHE783,Health & Beauty,North,546,112,310,493.3396,25.1,0,1,22.66,Autumn,138.5119
4/1/2020,W005,PST118,Stationery & Office Supplies,West,562,214,255,562.2865,14.67,10,0,15.39,Summer,138.0072
4/1/2020,W005,PTO345,Toys & Games,South,1558,173,239,510.9777,13.56,0,0,12.29,Autumn,138.9626
4/1/2020,W005,PSE281,Seasonal Products,East,1581,142,484,672.5884,44.29,10,0,42,Summer,139.9684
5/1/2020,W001,PHO466,Household Essentials,North,1281,327,627,1170.137,27.33,20,0,24.69,Winter,139.5467
5/1/2020,W001,PHO629,Homeware,South,914,194,417,867.7646,8.33,10,0,8.4,Summer,139.3206
5/1/2020,W001,PDI808,DIY & Decorating,West,543,159,272,529.8593,45.42,10,0,43.59,Autumn,133.2961
5/1/2020,W001,PGA699,Gardening,Central,518,167,249,575.4092,40.24,0,0,39.39,Spring,138.5028
5/1/2020,W001,PPE790,Pet Supplies,East,616,136,340,586.2993,11.36,0,0,10.48,Summer,134.7928
5/1/2020,W001,PHE228,Health & Beauty,North,552,138,248,382.9875,20.79,0,0,20.98,Autumn,133.574
5/1/2020,W001,PST491,Stationery & Office Supplies,North,401,153,214,309.2122,29.87,20,1,30.38,Spring,134.4622
5/1/2020,W001,PTO806,Toys & Games,West,1662,125,326,583.3791,43.89,0,1,40.94,Summer,135.6032
5/1/2020,W001,PSE194,Seasonal Products,East,1309,245,444,591.5834,45.39,0,0,44.85,Winter,137.162
5/1/2020,W002,PHO862,Household Essentials,South,946,250,517,875.275,6.08,0,0,5.19,Autumn,138.095
5/1/2020,W002,PHO515,Homeware,North,987,221,414,949.8738,23,20,1,23.77,Autumn,140.6653
5/1/2020,W002,PDI583,DIY & Decorating,East,512,181,243,481.9606,27.81,10,0,28.06,Summer,135.5994
5/1/2020,W002,PGA619,Gardening,South,642,202,367,764.0745,5.41,0,1,4.92,Spring,135.1934
5/1/2020,W002,PPE684,Pet Supplies,East,844,280,438,989.7683,39.75,10,0,39.45,Autumn,136.7909
5/1/2020,W002,PHE448,Health & Beauty,West,569,115,270,423.1077,25.81,10,1,26.72,Autumn,136.2801
5/1/2020,W002,PST111,Stationery & Office Supplies,East,400,173,163,389.3748,16.62,0,1,14.84,Summer,139.0889
5/1/2020,W002,PTO767,Toys & Games,South,1261,162,272,459.1885,48.73,20,0,44.85,Autumn,133.9968
5/1/2020,W002,PSE193,Seasonal Products,Central,1957,147,278,485.5265,36.93,20,1,32.16,Spring,131.7876
5/1/2020,W003,PHO734,Household Essentials,East,1091,416,552,795.7783,18.49,0,0,16.39,Winter,140.8469
5/1/2020,W003,PHO106,Homeware,West,922,386,386,753.0772,10.21,0,1,9.19,Winter,140.0992
5/1/2020,W003,PDI513,DIY & Decorating,South,864,309,478,572.8233,28.53,0,0,29.43,Winter,139.467
5/1/2020,W003,PGA874,Gardening,West,557,215,301,400.7449,32.18,0,0,31.94,Summer,135.6803
5/1/2020,W003,PPE607,Pet Supplies,West,685,219,360,637.5403,42.87,10,1,38.7,Summer,136.1862
5/1/2020,W003,PHE635,Health & Beauty,West,559,215,278,485.1454,32.24,20,0,30.81,Summer,138.2746
5/1/2020,W003,PST413,Stationery & Office Supplies,Central,614,179,305,745.838,41.25,20,1,42.36,Summer,136.8392
5/1/2020,W003,PTO178,Toys & Games,South,1580,219,354,577.7531,47.87,0,1,46.97,Summer,138.3487
5/1/2020,W003,PSE613,Seasonal Products,Central,1284,181,259,458.6022,9.23,20,1,8.57,Autumn,136.6644
5/1/2020,W004,PHO587,Household Essentials,North,1130,253,551,966.1549,30.83,20,0,29.42,Winter,134.9131
5/1/2020,W004,PHO390,Homeware,East,1048,423,537,1239.897,27.44,10,0,27.99,Autumn,136.0721
5/1/2020,W004,PDI473,DIY & Decorating,North,484,166,288,456.1058,26.46,0,0,24.03,Winter,136.5565
5/1/2020,W004,PGA505,Gardening,East,862,198,503,608.1593,48.93,10,1,45.99,Winter,134.6817
5/1/2020,W004,PPE192,Pet Supplies,East,516,191,246,504.0206,32.5,20,0,30.45,Summer,136.3813
5/1/2020,W004,PHE322,Health & Beauty,East,747,204,387,873.1701,43.04,0,0,40.39,Summer,136.193
5/1/2020,W004,PST317,Stationery & Office Supplies,West,482,163,263,433.8237,44.48,0,1,38.51,Summer,132.5256
5/1/2020,W004,PTO529,Toys & Games,South,1732,179,300,617.8627,33.07,0,0,31.48,Summer,134.8059
5/1/2020,W004,PSE847,Seasonal Products,East,1737,268,376,744.3648,46.48,0,0,40.36,Autumn,133.7195
5/1/2020,W005,PHO995,Household Essentials,East,985,439,488,1184.526,7.14,20,0,6.08,Winter,134.96
5/1/2020,W005,PHO103,Homeware,North,1278,431,694,1418.518,38.07,10,0,39.7,Winter,133.6488
5/1/2020,W005,PDI206,DIY & Decorating,East,751,286,441,602.9659,48.12,10,1,50.23,Autumn,134.6557
5/1/2020,W005,PGA937,Gardening,South,811,253,371,854.8234,12.95,20,0,13.37,Spring,137.0858
5/1/2020,W005,PPE586,Pet Supplies,West,786,312,360,683.2227,22.5,0,0,22.71,Winter,138.3748
5/1/2020,W005,PHE199,Health & Beauty,West,482,200,227,381.2625,29.61,0,0,25.93,Summer,132.6939
5/1/2020,W005,PST800,Stationery & Office Supplies,Central,541,182,281,598.6533,43.37,0,0,44.75,Winter,140.6407
5/1/2020,W005,PTO368,Toys & Games,North,1619,188,429,831.4903,37.34,0,0,38.72,Spring,136.8067
5/1/2020,W005,PSE466,Seasonal Products,Central,1577,111,348,530.6392,36.23,0,0,35.49,Winter,131.8386
6/1/2020,W001,PHO420,Household Essentials,North,903,226,471,710.854,33.58,0,0,32.99,Spring,138.1358
6/1/2020,W001,PHO160,Homeware,North,1106,353,482,1228.191,25.06,0,1,25.88,Winter,138.0225
6/1/2020,W001,PDI595,DIY & Decorating,West,875,266,452,908.4453,9.06,10,0,9,Autumn,134.5676
6/1/2020,W001,PGA743,Gardening,South,760,336,454,639.1656,7.67,0,0,7.9,Winter,136.8677
6/1/2020,W001,PPE979,Pet Supplies,Central,794,300,471,870.6958,49.34,0,1,48.76,Summer,133.5553
6/1/2020,W001,PHE193,Health & Beauty,North,718,201,391,679.4572,44.29,10,1,37.86,Spring,135.031
6/1/2020,W001,PST886,Stationery & Office Supplies,North,739,297,360,580.6366,41.65,10,0,37.09,Winter,133.2793
6/1/2020,W001,PTO676,Toys & Games,Central,1290,182,464,939.5025,19.7,0,0,18.31,Spring,137.2996
6/1/2020,W001,PSE347,Seasonal Products,North,1413,206,499,674.3136,28.2,0,1,26.93,Spring,136.7593
6/1/2020,W002,PHO530,Household Essentials,South,1154,259,630,1039.176,15.79,10,1,14.95,Spring,133.9703
6/1/2020,W002,PHO565,Homeware,West,1168,460,568,1369.843,45.73,0,0,40.24,Autumn,140.3343
6/1/2020,W002,PDI963,DIY & Decorating,Central,868,257,381,714.6198,10.61,0,1,9.53,Autumn,135.6339
6/1/2020,W002,PGA399,Gardening,East,805,189,426,856.1172,17.25,10,0,18.01,Spring,137.7983
6/1/2020,W002,PPE924,Pet Supplies,Central,635,221,328,543.994,27.41,0,0,27.06,Spring,134.9944
6/1/2020,W002,PHE518,Health & Beauty,East,429,185,196,444.2735,42.74,10,0,36.59,Spring,132.3965
6/1/2020,W002,PST865,Stationery & Office Supplies,Central,827,300,439,557.4042,20.92,0,0,19.99,Winter,138.7427
6/1/2020,W002,PTO497,Toys & Games,East,1369,200,421,929.4235,29.89,0,0,27.36,Spring,136.8686
6/1/2020,W002,PSE496,Seasonal Products,North,1597,258,507,577.8532,29.15,20,0,29.44,Summer,135.3038
6/1/2020,W003,PHO791,Household Essentials,North,1067,214,463,838.3347,15.65,0,0,13.83,Spring,136.0038
6/1/2020,W003,PHO902,Homeware,North,1223,329,523,1236.145,15.84,0,1,16.55,Spring,133.2492
6/1/2020,W003,PDI568,DIY & Decorating,North,517,195,300,412.0967,41.18,10,1,39.18,Summer,138.8835
6/1/2020,W003,PGA217,Gardening,North,768,258,333,529.9262,37.81,10,0,37.1,Autumn,138.8741
6/1/2020,W003,PPE269,Pet Supplies,North,896,353,388,629.1825,42.86,0,0,44.9,Spring,133.2563
6/1/2020,W003,PHE573,Health & Beauty,North,545,127,230,484.5097,17.71,0,0,17.04,Spring,135.8427
6/1/2020,W003,PST390,Stationery & Office Supplies,North,553,180,308,577.9158,15.31,20,0,15.27,Autumn,138.7044
6/1/2020,W003,PTO487,Toys & Games,West,1643,177,305,652.5446,48.14,0,0,50.31,Spring,135.7603
6/1/2020,W003,PSE715,Seasonal Products,East,1237,259,294,593.5394,35.36,20,0,32.97,Winter,133.2081
6/1/2020,W004,PHO124,Household Essentials,North,1076,414,464,996.7216,39.79,20,0,40.59,Summer,137.4022
6/1/2020,W004,PHO833,Homeware,East,1258,337,572,1327.818,43.1,0,1,43.85,Winter,136.5236
6/1/2020,W004,PDI832,DIY & Decorating,South,490,154,274,418.4173,37.53,20,1,35.53,Spring,135.6541
6/1/2020,W004,PGA330,Gardening,West,666,189,343,770.7986,43.22,10,0,41.51,Spring,140.1872
6/1/2020,W004,PPE314,Pet Supplies,North,631,266,365,743.9272,47.61,0,0,49.77,Spring,136.1722
6/1/2020,W004,PHE303,Health & Beauty,Central,871,289,427,626.3102,40.86,10,0,35.61,Winter,137.2461
6/1/2020,W004,PST419,Stationery & Office Supplies,South,784,239,456,574.0865,47.42,0,0,46.76,Spring,135.6375
6/1/2020,W004,PTO744,Toys & Games,North,1272,255,216,481.9369,42.74,0,0,37.85,Winter,134.023
6/1/2020,W004,PSE141,Seasonal Products,North,1877,292,450,897.3946,8.98,10,1,7.66,Spring,139.7845
6/1/2020,W005,PHO202,Household Essentials,North,1258,483,711,1302.419,43.67,0,0,43.77,Spring,139.65
6/1/2020,W005,PHO394,Homeware,West,1011,418,540,1015.788,8.93,10,1,9.06,Summer,132.7365
6/1/2020,W005,PDI611,DIY & Decorating,North,544,171,307,427.4531,44.84,20,1,43.77,Autumn,137.1394
6/1/2020,W005,PGA365,Gardening,South,650,286,263,582.3875,16.89,0,0,15.75,Autumn,139.5392
6/1/2020,W005,PPE276,Pet Supplies,East,402,179,221,504.3388,24.92,0,0,23.3,Winter,138.5568
6/1/2020,W005,PHE196,Health & Beauty,North,473,149,263,441.1065,11.32,0,0,9.77,Autumn,135.9375
6/1/2020,W005,PST938,Stationery & Office Supplies,East,701,247,320,539.9155,24.25,20,0,22.41,Spring,138.4178
6/1/2020,W005,PTO863,Toys & Games,Central,1635,129,261,625.0494,31.57,0,1,32.36,Winter,139.9371
6/1/2020,W005,PSE153,Seasonal Products,East,1708,203,316,724.2196,9.07,10,1,8.3,Spring,131.1014
7/1/2020,W001,PHO178,Household Essentials,East,1262,496,636,907.2712,20.43,0,0,18.6,Spring,138.5137
7/1/2020,W001,PHO573,Homeware,West,1069,452,547,993.918,49.12,0,0,49.71,Summer,135.2527
7/1/2020,W001,PDI675,DIY & Decorating,North,770,271,326,614.0047,23.72,0,0,21.5,Autumn,133.4532
7/1/2020,W001,PGA809,Gardening,North,817,207,395,756.385,7.03,10,0,7.16,Summer,136.6154
7/1/2020,W001,PPE282,Pet Supplies,North,560,138,253,617.4823,7.24,0,1,6.95,Autumn,139.1033
7/1/2020,W001,PHE791,Health & Beauty,West,562,128,310,612.1604,22.66,0,0,19.79,Summer,139.5539
7/1/2020,W001,PST704,Stationery & Office Supplies,North,740,216,427,665.6615,26.5,10,0,27.42,Autumn,138.4993
7/1/2020,W001,PTO106,Toys & Games,East,1859,232,388,603.3876,43.12,0,1,39.02,Spring,135.7047
7/1/2020,W001,PSE941,Seasonal Products,South,1956,197,173,370.5868,34.8,0,1,32.86,Summer,137.9253
7/1/2020,W002,PHO606,Household Essentials,Central,1082,398,629,993.7335,42.23,0,1,41.57,Winter,135.646
7/1/2020,W002,PHO222,Homeware,Central,1100,231,520,962.3092,39.03,0,0,34.05,Spring,137.3682
7/1/2020,W002,PDI125,DIY & Decorating,West,739,270,397,521.3276,31.15,10,1,27.72,Summer,139.3954
7/1/2020,W002,PGA368,Gardening,East,785,234,386,835.2052,9.19,0,0,9.32,Autumn,135.2753
7/1/2020,W002,PPE264,Pet Supplies,West,846,233,382,785.1803,25.97,10,1,22.49,Autumn,136.7454
7/1/2020,W002,PHE522,Health & Beauty,South,822,349,438,729.6438,34.96,10,1,32.78,Spring,139.3402
7/1/2020,W002,PST336,Stationery & Office Supplies,North,573,221,303,528.5314,22.3,10,0,19.92,Winter,132.8593
7/1/2020,W002,PTO516,Toys & Games,East,1333,168,450,691.1125,31.16,0,0,28.25,Summer,137.3928
7/1/2020,W002,PSE667,Seasonal Products,South,1598,294,370,1029.521,34.6,0,0,35.36,Summer,134.7369
7/1/2020,W003,PHO623,Household Essentials,West,1295,389,754,907.4156,20.65,10,1,17.76,Summer,135.7148
7/1/2020,W003,PHO321,Homeware,East,1287,394,622,1157.534,9.48,0,0,9.56,Winter,135.8604
7/1/2020,W003,PDI880,DIY & Decorating,South,775,176,389,658.1268,43.21,20,1,43.8,Summer,134.5419
7/1/2020,W003,PGA240,Gardening,West,433,117,186,428.7374,15.38,10,0,15.33,Summer,135.9339
7/1/2020,W003,PPE160,Pet Supplies,Central,818,237,370,801.0481,37.44,10,0,38.03,Summer,134.3166
7/1/2020,W003,PHE193,Health & Beauty,South,564,149,335,573.4664,33.34,10,1,31.04,Winter,134.8627
7/1/2020,W003,PST862,Stationery & Office Supplies,East,414,149,183,347.3067,38.98,0,1,39.93,Autumn,137.2776
7/1/2020,W003,PTO240,Toys & Games,East,1604,295,317,534.4775,41.68,0,1,41.08,Winter,136.6649
7/1/2020,W003,PSE662,Seasonal Products,Central,1499,239,229,465.9342,36.35,0,0,38.06,Spring,133.5171
7/1/2020,W004,PHO320,Household Essentials,West,1094,345,557,774.7738,13.88,0,0,12.58,Spring,134.2923
7/1/2020,W004,PHO256,Homeware,West,1058,360,460,741.8396,8.11,10,0,7.44,Spring,135.5639
7/1/2020,W004,PDI889,DIY & Decorating,East,491,208,255,555.5851,35.68,10,0,35.1,Autumn,137.7084
7/1/2020,W004,PGA798,Gardening,Central,440,115,211,440.2319,40.18,20,0,35.14,Autumn,139.6431
7/1/2020,W004,PPE644,Pet Supplies,South,579,255,265,429.5838,19.24,0,0,16.47,Spring,135.1229
7/1/2020,W004,PHE121,Health & Beauty,Central,735,315,398,608.763,18.66,10,0,19.22,Autumn,136.6417
7/1/2020,W004,PST818,Stationery & Office Supplies,South,621,155,253,666.097,23.15,10,0,20.62,Summer,134.4505
7/1/2020,W004,PTO465,Toys & Games,East,1989,289,316,574.2322,47.88,0,0,45.7,Autumn,136.0888
7/1/2020,W004,PSE618,Seasonal Products,North,1630,285,459,702.9174,23.27,0,0,20.34,Spring,133.5576
7/1/2020,W005,PHO138,Household Essentials,North,929,220,520,837.8228,32.9,10,0,32.41,Spring,138.5801
7/1/2020,W005,PHO611,Homeware,Central,1197,256,593,1194.056,18.55,20,0,17.42,Autumn,138.9125
7/1/2020,W005,PDI612,DIY & Decorating,East,850,177,471,670.9599,18.56,10,0,18.15,Autumn,132.7494
7/1/2020,W005,PGA600,Gardening,West,751,277,440,544.1253,24.95,10,1,21.52,Winter,133.802
7/1/2020,W005,PPE846,Pet Supplies,Central,583,129,243,590.3788,22.1,0,0,21.6,Winter,139.3352
7/1/2020,W005,PHE486,Health & Beauty,Central,732,163,356,890.0998,36.22,10,1,33.77,Winter,133.4304
7/1/2020,W005,PST508,Stationery & Office Supplies,East,749,263,427,722.023,48.52,10,1,47.44,Summer,133.3015
7/1/2020,W005,PTO441,Toys & Games,East,1416,250,210,513.3699,19.86,0,0,19.38,Spring,134.0274
7/1/2020,W005,PSE685,Seasonal Products,East,1729,166,387,616.9418,20.43,10,0,20.61,Spring,140.5139
8/1/2020,W001,PHO757,Household Essentials,East,1063,476,492,805.3378,7.82,20,0,8.15,Spring,137.5174
8/1/2020,W001,PHO550,Homeware,West,1280,367,533,851.3976,45.45,20,0,43.95,Winter,134.3408
8/1/2020,W001,PDI451,DIY & Decorating,East,500,171,267,580.0556,5.63,0,0,4.79,Summer,131.9485
